program_id,program_name,employee_first_name,employee_last_name,business_unit_corporate_function,location,career_grade,talent_review_status,number_of_years_with_business,gender,ethnicity,nps_score,nps_comments
921,iManage,Eulah,Pannell,Corporate Marketing & Comms,United Kingdom,C1,Ready now,Less than 2 years,Female,White,5.0,
921,iManage,Rachele,Kyle,Virtual Online Learning,India,C1,Ready now,3 - 5 years,Prefer not to say,White,7.0,
921,iManage,Vernie,Lightfoot,Virtual Online Learning,United Kingdom,C1,Performing to standard,3 - 5 years,Male,White,7.0,
921,iManage,Anamaria,Corlett,Assessment & Qualifications,"North America, United States",D,Coach,11 + years,Female,White,1.0,
921,iManage,Roseline,Crocker,Human Resources,United Kingdom,C1,Performing to standard,Less than 2 years,Female,White,1.0,
921,iManage,Jerome,Sneddon,CPO/DTC,South Asia,C1,Ready in 1 year,3 - 5 years,Female,White,6.0,
921,iManage,Stefanie,Colley,Assessment & Qualifications,Europe,C1,Ready now,Less than 2 years,Male,White,8.0,
921,iManage,Ula,Norburn,Finance,"North America, United States",E,Performing to standard,11 + years,Male,White,8.0,
921,iManage,Suellen,Pinner,Workforce Skills,"North America, United States",C1,Aspire to move,11 + years,Female,White,7.0,
921,iManage,Celsa,Addley,Corporate Marketing & Comms,India,E,Ready in 1 year,11 + years,Female,White,0.0,
921,iManage,Santo,Gascoyne,Assessment & Qualifications,United Kingdom,C1,Coach,6 - 10 years,Female,White,2.0,
921,iManage,Casimira,Peck,Higher Education,"North America, United States",E,Performing to standard,3 - 5 years,Female,White,0.0,
921,iManage,Tianna,Stark,Assessment & Qualifications,"North America, United States",C1,Coach,3 - 5 years,Male,White,1.0,
921,iManage,Tiesha,Kidd,CPO/DTC,"North America, United States",E,Ready now,Less than 2 years,Male,White,4.0,
921,iManage,Claude,Reveley,Strategy,"North America, United States",D,Coach,3 - 5 years,Male,White,6.0,
921,iManage,Deb,Mcginty,Virtual Online Learning,"North America, Canada",E,Ready now,11 + years,Male,White,5.0,
921,iManage,Molly,Radford,Virtual Online Learning,United Kingdom,E,Aspire to move,3 - 5 years,Female,White,10.0,
921,iManage,Vincenza,Sinclair,Assessment & Qualifications,"North America, Canada",C1,Performing to standard,3 - 5 years,Male,White,9.0,
921,iManage,Junie,Budd,Corporate Marketing & Comms,"North America, United States",C1,Aspire to move,11 + years,Female,White,8.0,
921,iManage,Lavona,Findley,Finance,Europe,C1,Aspire to move,11 + years,Other,White,5.0,
921,iManage,Coretta,Mcgrady,Higher Education,"North America, United States",E,Ready in 1 year,3 - 5 years,Female,White,3.0,
921,iManage,Marketta,Goddard,Legal,United Kingdom,C1,Ready now,6 - 10 years,Female,White,9.0,
921,iManage,Emile,Mcdermott,Assessment & Qualifications,"North America, United States",E,Performing to standard,11 + years,Male,White,8.0,
921,iManage,Herlinda,Styles,Workforce Skills,"North America, Canada",E,Ready now,6 - 10 years,Female,White,4.0,
921,iManage,Josefine,Teal,Higher Education,"North America, United States",D,Performing to standard,Less than 2 years,Male,White,9.0,
921,iManage,Domingo,Reilly,CPO/DTC,United Kingdom,C1,Coach,3 - 5 years,Female,White,0.0,
921,iManage,Cathryn,Leggett,Higher Education,Europe,C1,Performing to standard,11 + years,Female,White,0.0,
921,iManage,Arlie,Johannson,Assessment & Qualifications,United Kingdom,E,Ready in 1 year,6 - 10 years,Male,White,2.0,
921,iManage,Lizette,Heather,Assessment & Qualifications,"North America, United States",C1,Coach,Less than 2 years,Male,White,0.0,I didn't think the content covered was applicable.  I've been a manager for many years; I don't think I needed this.
921,iManage,Rashida,Kyle,Assessment & Qualifications,United Kingdom,C1,Ready in 1 year,6 - 10 years,Male,White,3.0,
921,iManage,Dudley,Jarrett,Human Resources,"North America, Canada",C1,Performing to standard,Less than 2 years,Male,White,4.0,
921,iManage,Vernie,Thatcher,Higher Education,Europe,C1,Coach,Less than 2 years,Female,White,3.0,
921,iManage,Earle,Darcy,Workforce Skills,United Kingdom,C1,Performing to standard,Less than 2 years,Prefer not to say,White,7.0,
921,iManage,Maryann,Humphrey,Corporate Marketing & Comms,Africa,E,Performing to standard,11 + years,Female,White,0.0,
921,iManage,Domonique,Edgar,English Language Learning,"North America, United States",D,Ready in 1 year,Less than 2 years,Male,White,4.0,
921,iManage,Leta,Shepherd,English Language Learning,"North America, United States",C1,Performing to standard,11 + years,Female,White,2.0,
921,iManage,Melodi,Imran,Higher Education,United Kingdom,D,Ready now,Less than 2 years,Male,Asian,7.0,
921,iManage,Tiffaney,Neale,Legal,Africa,E,Ready in 1 year,11 + years,Male,White,3.0,
921,iManage,Lauretta,Magee,Higher Education,East Asia,E,Ready in 1 year,3 - 5 years,Male,White,6.0,
921,iManage,Tami,O meara,Higher Education,"North America, Canada",C1,Aspire to move,11 + years,Male,White,0.0,
921,iManage,Morris,Pickering,Virtual Online Learning,Europe,D,Coach,3 - 5 years,Female,White,4.0,
921,iManage,Gracia,Dobson,Virtual Online Learning,United Kingdom,C1,Ready now,11 + years,Female,White,9.0,
921,iManage,Thomas,Cassidy,Assessment & Qualifications,"North America, United States",E,Ready in 1 year,6 - 10 years,Female,White,1.0,
921,iManage,Duncan,Norbury,Virtual Online Learning,"North America, Canada",E,Ready now,6 - 10 years,Male,White,2.0,
921,iManage,Rosalyn,Farmer,Virtual Online Learning,West Asia,C1,Coach,6 - 10 years,Female,White,5.0,
921,iManage,Lupe,Leigh,Assessment & Qualifications,South Asia,C1,Ready now,6 - 10 years,Male,White,8.0,
921,iManage,Janeen,Taggart,Assessment & Qualifications,Africa,E,Aspire to move,6 - 10 years,Male,White,0.0,
921,iManage,Shayne,Cooke,Higher Education,United Kingdom,D,Aspire to move,Less than 2 years,Female,White,10.0,
921,iManage,Ellamae,Wale,Virtual Online Learning,United Kingdom,D,Ready now,Less than 2 years,Female,White,9.0,
921,iManage,Herma,Crump,Assessment & Qualifications,United Kingdom,E,Performing to standard,3 - 5 years,Female,White,8.0,
921,iManage,Mellisa,Thornton,Corporate Marketing & Comms,"North America, United States",C1,Performing to standard,11 + years,Female,White,8.0,
921,iManage,Lavelle,Cousins,Higher Education,China,E,Coach,6 - 10 years,Male,White,5.0,
921,iManage,Neal,Ramsey,English Language Learning,"North America, United States",E,Performing to standard,11 + years,Male,White,10.0,
921,iManage,Jena,Davison,English Language Learning,"North America, Canada",D,Performing to standard,11 + years,Female,White,10.0,
921,iManage,Sage,Danby,English Language Learning,United Kingdom,C1,Aspire to move,11 + years,Female,White,10.0,
921,iManage,Elisa,Alford,English Language Learning,"North America, United States",C1,Aspire to move,3 - 5 years,Female,White,5.0,
921,iManage,Marci,Porter,Strategy,United Kingdom,C1,Aspire to move,3 - 5 years,Male,White,7.0,
921,iManage,Nakisha,Irvine,English Language Learning,"North America, United States",C1,Ready in 1 year,Less than 2 years,Male,White,4.0,
921,iManage,Hyo,Oman,CPO/DTC,"North America, United States",C1,Coach,6 - 10 years,Female,White,1.0,
921,iManage,Wanda,Imran,Strategy,United Kingdom,C1,Performing to standard,11 + years,Female,White,2.0,
921,iManage,Ok,Cumming,Workforce Skills,United Kingdom,E,Aspire to move,3 - 5 years,Male,White,2.0,
921,iManage,Ben,Leadley,English Language Learning,"North America, United States",E,Ready now,3 - 5 years,Male,White,6.0,
921,iManage,Valarie,Pender,Virtual Online Learning,United Kingdom,E,Aspire to move,3 - 5 years,Female,White,4.0,
921,iManage,Lita,Given,Assessment & Qualifications,Europe,C1,Aspire to move,6 - 10 years,Female,White,7.0,
921,iManage,Shanda,Bugg,Higher Education,"North America, United States",C1,Coach,11 + years,Female,White,1.0,
921,iManage,Denyse,Mcgee,Virtual Online Learning,South Asia,C1,Ready in 1 year,3 - 5 years,Female,White,7.0,
921,iManage,Scottie,Gilmartin,Higher Education,"North America, United States",C1,Coach,6 - 10 years,Prefer not to say,White,1.0,
921,iManage,Hugo,Egerton,Assessment & Qualifications,"North America, United States",C1,Coach,3 - 5 years,Male,White,6.0,
921,iManage,Burl,Roscoe,Assessment & Qualifications,"North America, United States",E,Aspire to move,11 + years,Female,White,9.0,
921,iManage,Jane,Deacon,Virtual Online Learning,United Kingdom,D,Coach,6 - 10 years,Male,White,6.0,
921,iManage,Mara,Jennings,Corporate Marketing & Comms,"North America, United States",D,Performing to standard,Less than 2 years,Male,White,8.0,
921,iManage,Lu,Walshe,English Language Learning,United Kingdom,C1,Ready in 1 year,Less than 2 years,Female,White,0.0,
921,iManage,Lita,Rushby,English Language Learning,"North America, United States",C1,Performing to standard,Less than 2 years,Male,White,2.0,
921,iManage,Katharina,Hurst,English Language Learning,"North America, United States",C1,Coach,11 + years,Female,White,4.0,
921,iManage,Sharell,Venables,Assessment & Qualifications,United Kingdom,C1,Ready in 1 year,3 - 5 years,Female,White,1.0,
921,iManage,Deana,Desai,English Language Learning,Europe,C1,Ready now,Less than 2 years,Prefer not to say,White,1.0,
921,iManage,Barney,Thackray,English Language Learning,Middle East,E,Ready now,11 + years,Female,White,8.0,
921,iManage,Fallon,Ridgway,Corporate Marketing & Comms,"North America, United States",C1,Coach,3 - 5 years,Female,White,0.0,
921,iManage,Carmina,Desai,English Language Learning,Europe,C1,Aspire to move,11 + years,Male,White,1.0,
921,iManage,Min,Linsby,English Language Learning,Middle East,C1,Ready now,3 - 5 years,Male,White,2.0,
921,iManage,Catina,Truscott,English Language Learning,"North America, United States",C1,Aspire to move,11 + years,Male,White,3.0,
921,iManage,Lanita,Mcgill,English Language Learning,"North America, United States",C1,Ready in 1 year,11 + years,Male,White,1.0,
921,iManage,Sunni,Kinch,English Language Learning,Europe,D,Aspire to move,Less than 2 years,Other,White,3.0,
921,iManage,Sherry,Ramsey,Assessment & Qualifications,"North America, United States",C1,Ready in 1 year,11 + years,Female,White,2.0,
921,iManage,Carly,Stamp,Corporate Marketing & Comms,East Asia,E,Aspire to move,3 - 5 years,Female,White,10.0,
921,iManage,Augustine,Thurman,Strategy,United Kingdom,C1,Aspire to move,3 - 5 years,Female,White,8.0,
921,iManage,Lenora,Butt,Human Resources,United Kingdom,D,Ready in 1 year,6 - 10 years,Female,White,4.0,
921,iManage,Dusti,Routledge,Strategy,United Kingdom,D,Coach,6 - 10 years,Female,White,1.0,
921,iManage,Lettie,Kapoor,Assessment & Qualifications,United Kingdom,C1,Coach,11 + years,Male,White,1.0,
921,iManage,Maren,Nicholls,Strategy,"North America, United States",C1,Coach,11 + years,Male,White,6.0,
921,iManage,Bernarda,Dutt,Virtual Online Learning,United Kingdom,C1,Coach,Less than 2 years,Male,White,0.0,
921,iManage,Vicente,Quigley,English Language Learning,United Kingdom,D,Ready in 1 year,11 + years,Male,White,2.0,
921,iManage,Stewart,Davidson,Workforce Skills,United Kingdom,C2,Ready now,11 + years,Female,White,6.0,"I liked how we did work first on our own time and then met as a group.  I feel like we were able to make the most of our time together, given we had all read the same content/done the same activities."
921,iManage,Cruz,Betts,Strategy,"North America, Canada",C1,Ready in 1 year,3 - 5 years,Male,White,4.0,
921,iManage,Odessa,Okeefe,Assessment & Qualifications,"North America, Canada",D,Ready now,Less than 2 years,Female,White,2.0,
921,iManage,Lyda,Fulker,Corporate Marketing & Comms,Middle East,C2,Aspire to move,3 - 5 years,Male,White,3.0,
921,iManage,Karlyn,Butcher,Higher Education,United Kingdom,C1,Ready now,11 + years,Female,White,0.0,
921,iManage,Laurine,Trollope,Corporate Marketing & Comms,"North America, Canada",E,Ready now,Less than 2 years,Female,White,0.0,
921,iManage,Tana,Dempster,Human Resources,"North America, Canada",C2,Ready now,6 - 10 years,Female,White,2.0,
921,iManage,Ricarda,Brunton,English Language Learning,Europe,D,Coach,Less than 2 years,Male,White,6.0,
921,iManage,Marylou,Greenslade,Virtual Online Learning,"North America, Canada",C1,Coach,11 + years,Male,White,0.0,
921,iManage,Remona,Montgomery,Corporate Marketing & Comms,India,E,Ready now,6 - 10 years,Female,White,2.0,
921,iManage,Diann,Dennis,Virtual Online Learning,East Asia,C2,Ready in 1 year,Less than 2 years,Male,White,5.0,
921,iManage,Cody,Searle,Higher Education,China,C2,Ready in 1 year,Less than 2 years,Male,White,4.0,
921,iManage,Rosendo,Haine,Virtual Online Learning,Europe,C2,Aspire to move,3 - 5 years,Male,White,10.0,
921,iManage,Mauricio,Mcguinness,Strategy,Middle East,D,Ready in 1 year,3 - 5 years,Female,White,0.0,
921,iManage,Neely,Aherne,Assessment & Qualifications,United Kingdom,C2,Performing to standard,Less than 2 years,Male,White,9.0,
921,iManage,Wendi,Welch,Finance,United Kingdom,C2,Aspire to move,6 - 10 years,Male,White,0.0,
921,iManage,Cruz,Eckersall,Virtual Online Learning,India,D,Coach,Less than 2 years,Female,White,6.0,
921,iManage,Malinda,Shand,Workforce Skills,East Asia,C2,Coach,3 - 5 years,Female,White,3.0,
921,iManage,Tobias,Sadiq,Human Resources,Australia,G,Performing to standard,3 - 5 years,Male,White,4.0,
921,iManage,Bernita,Fitch,Workforce Skills,"North America, United States",C2,Ready now,3 - 5 years,Male,White,9.0,
921,iManage,Jaleesa,Lennard,Human Resources,"North America, United States",D,Coach,6 - 10 years,Male,White,4.0,
921,iManage,Candi,Burman,Workforce Skills,China,C2,Ready now,11 + years,Female,White,10.0,The facilitators were so knowledgeable and I really liked how practical things were.  I do feel like I can navigate being a manager a bit better now.
921,iManage,Criselda,Olivier,Virtual Online Learning,"North America, United States",D,Performing to standard,11 + years,Male,White,8.0,
921,iManage,Dolly,Milward,Virtual Online Learning,"North America, United States",D,Ready in 1 year,Less than 2 years,Female,White,2.0,
921,iManage,Shelia,Mcelroy,Assessment & Qualifications,United Kingdom,E,Performing to standard,3 - 5 years,Female,White,0.0,
921,iManage,Kourtney,Santos,English Language Learning,"North America, United States",C2,Performing to standard,11 + years,Female,White,8.0,
921,iManage,Mariko,O neal,Higher Education,Europe,C2,Ready now,Less than 2 years,Female,White,8.0,
921,iManage,Randolph,Dodson,Virtual Online Learning,United Kingdom,D,Ready now,3 - 5 years,Female,White,3.0,
921,iManage,Sonya,Willetts,Assessment & Qualifications,Europe,C2,Ready now,3 - 5 years,Female,White,5.0,
921,iManage,Hildegard,Varey,Virtual Online Learning,"North America, United States",C2,Ready now,6 - 10 years,Female,White,10.0,
921,iManage,Linh,Odam,English Language Learning,"North America, United States",D,Ready now,Less than 2 years,Male,White,2.0,
921,iManage,Juliet,Livingstone,Corporate Marketing & Comms,Middle East,C2,Ready now,6 - 10 years,Female,White,1.0,
921,iManage,Eugena,Twine,English Language Learning,Australia,D,Performing to standard,Less than 2 years,Female,White,1.0,
921,iManage,Nilda,Ashby,Virtual Online Learning,United Kingdom,E,Performing to standard,Less than 2 years,Female,White,9.0,
921,iManage,Cherise,Wakeham,English Language Learning,"North America, United States",C2,Performing to standard,6 - 10 years,Male,White,0.0,
921,iManage,Christiane,Goodyear,Virtual Online Learning,"North America, United States",C2,Performing to standard,11 + years,Male,White,10.0,
921,iManage,Leighann,Sawyer,English Language Learning,Africa,C2,Aspire to move,Less than 2 years,Male,White,10.0,
921,iManage,Leslee,Were,Corporate Marketing & Comms,Middle East,E,Ready in 1 year,3 - 5 years,Male,White,1.0,
921,iManage,Oren,Perrins,English Language Learning,United Kingdom,C2,Ready now,11 + years,Male,White,2.0,
921,iManage,Marylouise,Mctaggart,Assessment & Qualifications,"North America, Canada",C2,Ready now,3 - 5 years,Male,White,6.0,
921,iManage,Queenie,Lightfoot,English Language Learning,United Kingdom,C2,Ready in 1 year,11 + years,Male,White,9.0,
921,iManage,Kirstie,O ryan,CPO/DTC,"North America, United States",C2,Ready in 1 year,6 - 10 years,Female,White,5.0,
921,iManage,Portia,Otten,CPO/DTC,Northern Ireland,C2,Performing to standard,3 - 5 years,Male,White,0.0,
921,iManage,Gregory,Knott,Virtual Online Learning,"North America, United States",C2,Coach,Less than 2 years,Female,White,5.0,
921,iManage,Harrison,Farnworth,Legal,United Kingdom,D,Aspire to move,6 - 10 years,Male,White,7.0,
921,iManage,Lorna,Harry,Finance,United Kingdom,C2,Aspire to move,3 - 5 years,Male,White,4.0,
921,iManage,Torie,Lendon,Corporate Marketing & Comms,"North America, United States",D,Aspire to move,Less than 2 years,Male,White,5.0,
921,iManage,Belen,Pickering,Human Resources,Australia,D,Aspire to move,3 - 5 years,Female,White,9.0,
921,iManage,Morgan,Emerson,Assessment & Qualifications,"North America, United States",C2,Coach,Less than 2 years,Female,White,3.0,
921,iManage,Karma,Cookson,Assessment & Qualifications,"North America, United States",D,Coach,11 + years,Female,White,1.0,
921,iManage,Dedra,Dickinson,Virtual Online Learning,United Kingdom,C2,Ready in 1 year,Less than 2 years,Female,White,3.0,
921,iManage,Lizbeth,Anscombe,Legal,South Asia,C2,Performing to standard,3 - 5 years,Female,White,5.0,
921,iManage,Guillermina,Magee,Corporate Marketing & Comms,"North America, United States",C2,Aspire to move,Less than 2 years,Male,White,5.0,
921,iManage,Sara,Groves,Assessment & Qualifications,"North America, United States",C2,Ready in 1 year,Less than 2 years,Male,White,6.0,
921,iManage,Shirlee,Newey,Assessment & Qualifications,East Asia,D,Coach,11 + years,Female,White,0.0,
921,iManage,Saul,Meakin,Workforce Skills,United Kingdom,C2,Coach,6 - 10 years,Female,White,2.0,
921,iManage,Chaya,Nutt,Corporate Marketing & Comms,"North America, Canada",E,Performing to standard,Less than 2 years,Female,White,5.0,
921,iManage,Ilse,Cooper,Virtual Online Learning,"North America, United States",D,Coach,3 - 5 years,Male,White,3.0,
921,iManage,Carin,Poole,Legal,China,C2,Ready now,6 - 10 years,Female,White,8.0,
921,iManage,Lashon,Tayler,Higher Education,India,D,Performing to standard,6 - 10 years,Male,White,2.0,
921,iManage,Hortencia,Fearns,Higher Education,"North America, United States",D,Aspire to move,11 + years,Male,White,6.0,
921,iManage,Carmen,Manson,CPO/DTC,India,D,Performing to standard,6 - 10 years,Male,White,1.0,
921,iManage,Parker,Mathers,Assessment & Qualifications,"North America, United States",C2,Aspire to move,Less than 2 years,Female,White,7.0,
921,iManage,Lieselotte,Tilley,CPO/DTC,"North America, United States",C2,Ready now,Less than 2 years,Male,White,0.0,
921,iManage,Moriah,Jenkyns,Assessment & Qualifications,"North America, United States",C2,Coach,Less than 2 years,Female,White,2.0,
921,iManage,Dionna,Prince,Higher Education,"North America, United States",D,Performing to standard,3 - 5 years,Female,White,1.0,
921,iManage,Micheline,Cornock,Finance,"North America, United States",D,Ready now,6 - 10 years,Male,White,0.0,
921,iManage,Le,Kaul,Assessment & Qualifications,East Asia,E,Aspire to move,Less than 2 years,Female,White,5.0,
921,iManage,Genevie,Reeve,English Language Learning,"North America, United States",D,Coach,Less than 2 years,Male,White,5.0,
921,iManage,Vanetta,Trump,Virtual Online Learning,"North America, United States",C2,Coach,6 - 10 years,Female,White,6.0,
921,iManage,Sanda,Park,Assessment & Qualifications,China,C2,Aspire to move,6 - 10 years,Prefer not to say,White,9.0,
921,iManage,Miriam,Earl,English Language Learning,Africa,E,Ready in 1 year,Less than 2 years,Female,White,0.0,
921,iManage,Kathy,Hoare,English Language Learning,United Kingdom,D,Ready now,3 - 5 years,Female,White,1.0,
921,iManage,Genevie,Shipley,English Language Learning,"North America, United States",E,Coach,11 + years,Male,White,4.0,
921,iManage,Sherlyn,Line,Virtual Online Learning,"North America, Canada",E,Performing to standard,11 + years,Female,White,8.0,
921,iManage,Seth,Manning,English Language Learning,Australia,C2,Aspire to move,3 - 5 years,Male,White,9.0,
921,iManage,Kisha,Gulley,Virtual Online Learning,United Kingdom,C2,Coach,3 - 5 years,Female,White,0.0,
921,iManage,Augustine,Clifford,Virtual Online Learning,South Asia,D,Aspire to move,3 - 5 years,Male,White,3.0,
921,iManage,Johnetta,Eyres,Corporate Marketing & Comms,West Asia,C2,Ready now,6 - 10 years,Female,White,9.0,
921,iManage,Collen,Dipper,Higher Education,"North America, United States",C2,Ready now,Less than 2 years,Female,White,8.0,
921,iManage,Rana,Wells,Corporate Marketing & Comms,China,C2,Coach,6 - 10 years,Male,White,0.0,
921,iManage,Shena,Barrow,Virtual Online Learning,"North America, United States",C2,Aspire to move,11 + years,Male,White,0.0,
921,iManage,Yvonne,Almond,Finance,"North America, United States",E,Ready in 1 year,6 - 10 years,Female,White,10.0,
921,iManage,Ruthie,Stevenson,Corporate Marketing & Comms,Europe,C2,Aspire to move,3 - 5 years,Female,White,9.0,
921,iManage,Chara,Judge,Human Resources,"North America, United States",C2,Coach,11 + years,Female,White,6.0,
921,iManage,Kirby,Gillen,Strategy,"North America, United States",D,Ready now,3 - 5 years,Female,White,5.0,
921,iManage,Ahmed,Curry,Human Resources,India,C2,Coach,6 - 10 years,Male,White,6.0,
921,iManage,Nisha,Donlan,Assessment & Qualifications,Middle East,D,Performing to standard,6 - 10 years,Male,White,5.0,
921,iManage,Lori,Knighton,Higher Education,"North America, United States",D,Ready now,11 + years,Female,White,8.0,
921,iManage,Phylicia,Fricker,Corporate Marketing & Comms,Australia,C2,Ready now,11 + years,Male,White,10.0,
921,iManage,Fredricka,Leary,Higher Education,"North America, United States",C2,Performing to standard,Less than 2 years,Female,White,6.0,
921,iManage,Jason,Olivier,English Language Learning,United Kingdom,C2,Performing to standard,6 - 10 years,Male,White,6.0,
921,iManage,Sheilah,Crossley,Human Resources,West Asia,C2,Aspire to move,3 - 5 years,Female,White,2.0,
921,iManage,Tyrone,Mcnamara,Higher Education,South Asia,C2,Ready now,3 - 5 years,Male,White,5.0,
921,iManage,Mike,Parkes,Virtual Online Learning,"North America, United States",C2,Performing to standard,Less than 2 years,Male,White,4.0,
921,iManage,Carylon,Olson,Workforce Skills,United Kingdom,C2,Ready now,Less than 2 years,Female,White,5.0,
921,iManage,Rosaline,Lavery,Assessment & Qualifications,"North America, United States",D,Ready now,Less than 2 years,Male,White,4.0,
921,iManage,Alina,Grange,Assessment & Qualifications,United Kingdom,D,Aspire to move,11 + years,Female,White,1.0,
921,iManage,Lucy,Aylett,Higher Education,"North America, United States",E,Coach,6 - 10 years,Female,White,1.0,
921,iManage,Lorena,Ballantyne,English Language Learning,"North America, United States",D,Ready now,6 - 10 years,Male,Black,7.0,
921,iManage,Kendal,Leahy,Higher Education,"North America, Canada",E,Aspire to move,Less than 2 years,Male,White,6.0,
921,iManage,Deeann,Emerick,Higher Education,Europe,C2,Performing to standard,Less than 2 years,Male,White,9.0,
921,iManage,Cher,Mcgregor,Assessment & Qualifications,"North America, United States",C2,Performing to standard,3 - 5 years,Female,White,2.0,
921,iManage,Kimbery,Allcott,Corporate Marketing & Comms,Africa,C2,Aspire to move,3 - 5 years,Male,White,6.0,
921,iManage,Angie,Althoff,Strategy,"North America, United States",C2,Aspire to move,Less than 2 years,Female,White,2.0,
921,iManage,Lona,Gilmour,Finance,Europe,C2,Coach,3 - 5 years,Female,White,0.0,I don't think this was particularly useful.
921,iManage,Deon,Bowler,Strategy,United Kingdom,E,Coach,3 - 5 years,Male,White,3.0,
921,iManage,Kristyn,Regent,English Language Learning,"North America, Canada",E,Aspire to move,Less than 2 years,Female,White,2.0,
921,iManage,Ervin,Tuffnell,Assessment & Qualifications,United Kingdom,D,Ready in 1 year,11 + years,Female,White,9.0,
921,iManage,Misha,Weaver,Corporate Marketing & Comms,Africa,C2,Performing to standard,11 + years,Prefer not to say,White,0.0,
921,iManage,Lyndsay,Mccormack,English Language Learning,"North America, United States",E,Ready now,6 - 10 years,Male,White,3.0,
921,iManage,Simonne,Trimble,Assessment & Qualifications,India,C2,Aspire to move,6 - 10 years,Female,White,10.0,
921,iManage,Sina,Neyland,CPO/DTC,"North America, United States",C2,Ready now,6 - 10 years,Male,White,2.0,
921,iManage,Lamonica,Sterling,Assessment & Qualifications,Australia,C2,Ready now,3 - 5 years,Male,White,8.0,
921,iManage,Manual,Wane,Assessment & Qualifications,Europe,D,Ready in 1 year,6 - 10 years,Female,White,1.0,
921,iManage,Jannet,Eyres,Virtual Online Learning,Africa,C2,Performing to standard,Less than 2 years,Male,White,10.0,
921,iManage,Kandi,Glennie,Virtual Online Learning,Middle East,C2,Ready now,3 - 5 years,Male,White,6.0,
921,iManage,Earnest,Rothwell,Corporate Marketing & Comms,United Kingdom,C2,Ready now,11 + years,Male,White,10.0,I really liked connecting with other managers.
921,iManage,My,Fairclough,English Language Learning,United Kingdom,C2,Performing to standard,3 - 5 years,Male,White,7.0,
921,iManage,Flavia,Leeson,Assessment & Qualifications,Australia,C2,Ready now,11 + years,Male,White,5.0,
921,iManage,Cassy,Nanton,English Language Learning,United Kingdom,C2,Coach,6 - 10 years,Male,White,4.0,
921,iManage,Felice,Longworth,English Language Learning,United Kingdom,C2,Performing to standard,Less than 2 years,Male,White,9.0,
921,iManage,Malvina,Wale,Assessment & Qualifications,"North America, United States",C2,Ready now,11 + years,Female,White,5.0,
921,iManage,Monique,Watling,Corporate Marketing & Comms,South Asia,C2,Coach,3 - 5 years,Male,White,3.0,
921,iManage,Lilian,Broadhurst,Virtual Online Learning,West Asia,C2,Ready in 1 year,3 - 5 years,Male,White,7.0,
921,iManage,Etsuko,Macaulay,English Language Learning,United Kingdom,C2,Coach,Less than 2 years,Male,White,4.0,
921,iManage,Calandra,Waller,Assessment & Qualifications,Australia,C2,Ready in 1 year,Less than 2 years,Male,White,5.0,Speakers were good - I liked how you used experts from around the business.
921,iManage,Alica,Wootton,English Language Learning,United Kingdom,D,Ready now,Less than 2 years,Female,White,3.0,
921,iManage,Danyelle,Annan,Assessment & Qualifications,India,C2,Ready now,6 - 10 years,Male,White,8.0,
921,iManage,Filomena,Ogilvie,Assessment & Qualifications,Middle East,C2,Aspire to move,6 - 10 years,Male,White,4.0,
921,iManage,Rolanda,Savage,Corporate Marketing & Comms,"North America, United States",C2,Coach,11 + years,Female,White,1.0,
921,iManage,Ashley,Fewtrell,Workforce Skills,United Kingdom,E,Ready now,11 + years,Female,White,3.0,
921,iManage,Janay,Mclaren,CPO/DTC,"North America, United States",C2,Aspire to move,Less than 2 years,Male,White,3.0,
921,iManage,Nelia,Depp,Higher Education,Europe,C2,Performing to standard,11 + years,Female,White,7.0,
921,iManage,Ola,Lendon,Human Resources,United Kingdom,C2,Ready now,Less than 2 years,Male,White,4.0,
921,iManage,Jacquelyne,O halloran,CPO/DTC,"North America, United States",D,Performing to standard,3 - 5 years,Male,White,10.0,
921,iManage,Page,Gooding,Higher Education,"North America, Canada",C2,Coach,11 + years,Female,White,6.0,
921,iManage,Jamee,Stevenson,Virtual Online Learning,"North America, United States",C2,Coach,6 - 10 years,Other,White,1.0,
921,iManage,Yung,Kernick,Corporate Marketing & Comms,United Kingdom,E,Coach,6 - 10 years,Prefer not to say,White,3.0,
921,iManage,Xiao,Howden,Virtual Online Learning,"North America, United States",C2,Ready in 1 year,11 + years,Male,White,8.0,
921,iManage,Johanne,Wrigglesworth,Human Resources,"North America, United States",E,Ready now,11 + years,Male,White,6.0,
921,iManage,Jannette,Fenlon,CPO/DTC,United Kingdom,C2,Coach,Less than 2 years,Male,White,1.0,
921,iManage,Marisa,Armitage,Virtual Online Learning,Northern Ireland,C2,Ready in 1 year,6 - 10 years,Female,White,2.0,
921,iManage,Anastacia,Samuel,Human Resources,United Kingdom,C2,Performing to standard,11 + years,Female,White,2.0,The operational advice (e.g. logging goals in Fusion) was great - I wish I had that years ago.  I'm not sure how helpful some of the other topics were.
921,iManage,Maggie,Raeburn,Virtual Online Learning,Middle East,C2,Coach,11 + years,Male,White,4.0,
921,iManage,Elva,Robins,Virtual Online Learning,United Kingdom,E,Ready now,Less than 2 years,Female,White,2.0,
921,iManage,Sheldon,Melia,CPO/DTC,"North America, Canada",C2,Ready in 1 year,6 - 10 years,Male,White,3.0,
921,iManage,Dorthea,Forester,Legal,United Kingdom,D,Aspire to move,3 - 5 years,Female,White,2.0,
921,iManage,Donna,Cooper,Assessment & Qualifications,United Kingdom,D,Performing to standard,6 - 10 years,Female,White,8.0,
